# rtl_cycle_trace time_ps	tag	message
1934000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1934000	S4_AGO	h=2 wb=0 cg=0 o0=2 o1=2 o2=2 o3=2
1934000	S5_RTR	mode=2 rin=1 a00=-108 a10=94 a20=0 w000=107 w100=-26 w200=-20
1934000	S7_RED	r00=6234 r01=601 c00=6234
1938000	S6_SEQ	ss=5->6 h=2 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=1 pool=0
1938000	S4_AGI	mode=2 bank=1 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
1938000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1938000	S4_AGO	h=2 wb=0 cg=0 o0=2 o1=2 o2=2 o3=2
1938000	S5_RTR	mode=2 rin=1 a00=-108 a10=94 a20=0 w000=-76 w100=-21 w200=67
1942000	S6_SEQ	ss=6->7 h=2 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
1942000	S4_AGI	mode=2 bank=1 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
1942000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1942000	S4_AGO	h=2 wb=0 cg=0 o0=2 o1=2 o2=2 o3=2
1942000	S5_RTR	mode=2 rin=1 a00=-108 a10=94 a20=0 w000=-76 w100=-21 w200=67
1942000	S1_COLRED	c0l0=2030 c0l1=3770 c1l0=1758 c3l0=-18423
1942000	S7_PECV	p00=15660 p10=-13630 p20=0
1946000	S6_SEQ	ss=7->8 h=2 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
1946000	S4_AGI	mode=2 bank=1 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
1946000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1946000	S4_AGO	h=2 wb=0 cg=0 o0=2 o1=2 o2=2 o3=2
1946000	S5_RTR	mode=2 rin=1 a00=-108 a10=94 a20=0 w000=-76 w100=-21 w200=67
1946000	S7_RED	r00=2030 r01=3770 c00=2030
1950000	S6_SEQ	ss=8->9 h=2 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
1950000	S4_AGI	mode=2 bank=1 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
1950000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1950000	S4_AGO	h=2 wb=0 cg=0 o0=2 o1=2 o2=2 o3=2
1950000	S5_RTR	mode=2 rin=1 a00=-108 a10=94 a20=0 w000=-76 w100=-21 w200=67
1954000	S6_SEQ	ss=9->11 h=2 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
1954000	S4_AGI	mode=2 bank=1 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
1954000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1954000	S4_AGO	h=2 wb=0 cg=0 o0=2 o1=2 o2=2 o3=2
1954000	S5_RTR	mode=2 rin=1 a00=-108 a10=94 a20=0 w000=-76 w100=-21 w200=67
1954000	S1_COLRED	c0l0=-11970 c0l1=4313 c1l0=10143 c3l0=-33072
1954000	S7_PECV	p00=4104 p10=-16074 p20=0
1958000	S6_SEQ	ss=11->0 h=2 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
1958000	S4_AGI	mode=2 bank=1 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
1958000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1958000	S4_AGO	h=2 wb=0 cg=0 o0=2 o1=2 o2=2 o3=2
1958000	S5_RTR	mode=2 rin=1 a00=-108 a10=94 a20=0 w000=-76 w100=-21 w200=67
1958000	S7_RED	r00=-11970 r01=4313 c00=-11970
1962000	S4_AGI	mode=2 bank=1 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
1962000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1962000	S4_AGO	h=2 wb=0 cg=0 o0=2 o1=2 o2=2 o3=2
1962000	S5_RTR	mode=2 rin=1 a00=-108 a10=94 a20=0 w000=-76 w100=-21 w200=67
1962000	S2_PPU_IN	p0=-11970 p1=4313 bias=0 m=1 sh=10 zp=0 act=1
1962000	S2_PPU_IN	p0=10143 p1=-8041 bias=0 m=1 sh=10 zp=0 act=1
1962000	S2_PPU_IN	p0=-4288 p1=-3336 bias=0 m=1 sh=10 zp=0 act=1
1962000	S2_PPU_IN	p0=-33072 p1=-16113 bias=0 m=1 sh=10 zp=0 act=1
1962000	S7_PSUM	c00=-11970 c01=4313 c10=10143 c20=-4288 c30=-33072
2002000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
2002000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2002000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2002000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=0 w100=0 w200=0
2006000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2006000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2006000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2006000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2010000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2010000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2010000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2010000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2014000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2014000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2014000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2014000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2018000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2018000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2018000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2018000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2022000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2022000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2022000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2022000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2026000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2026000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2026000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2026000	S3_INB_WR	ap=0 addr=0 d0=-106 d1=116
2026000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2030000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2030000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2030000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2030000	S3_INB_WR	ap=0 addr=1 d0=-2 d1=0
2030000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2034000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2034000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2034000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2034000	S3_INB_WR	ap=0 addr=2 d0=8 d1=-71
2034000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2038000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2038000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2038000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2038000	S3_INB_WR	ap=0 addr=3 d0=11 d1=-7
2038000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2042000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2042000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2042000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2042000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2046000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2046000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2046000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2046000	S3_INB_WR	ap=0 addr=0 d0=-105 d1=112
2046000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2050000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2050000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2050000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2050000	S3_INB_WR	ap=0 addr=1 d0=-49 d1=91
2050000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2054000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2054000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2054000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2054000	S3_INB_WR	ap=0 addr=2 d0=118 d1=-1
2054000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2058000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2058000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2058000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2058000	S3_INB_WR	ap=0 addr=3 d0=-127 d1=31
2058000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2062000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2062000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2062000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2062000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2066000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2066000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2066000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2066000	S3_INB_WR	ap=0 addr=0 d0=23 d1=-92
2066000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2070000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2070000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2070000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2070000	S3_INB_WR	ap=0 addr=1 d0=22 d1=-117
2070000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2074000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2074000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2074000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2074000	S3_INB_WR	ap=0 addr=2 d0=61 d1=-16
2074000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2078000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2078000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2078000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2078000	S3_INB_WR	ap=0 addr=3 d0=95 d1=54
2078000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2082000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2082000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2082000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2082000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2086000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2086000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2086000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2086000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2090000	S6_FSM	st=0->1 mode=4 kpass=0 seq_done=0 ppu_done_l=0
2090000	S6_SHDW	mode=4 cin=4 cout=4 hin=3 win=20 hout=3 wout=20 kh=5 kw=5
2090000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2090000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2090000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2090000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
2090000	S7_CFG	mode=0 ci=0 co=0 kh=0 kw=0 hi=0 wi=0 ho=0 wo=0
2094000	S6_FSM	st=1->2 mode=4 kpass=0 seq_done=0 ppu_done_l=0
2094000	S4_AGI	mode=4 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
2094000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2094000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2094000	S5_RTR	mode=4 rin=0 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2098000	S6_FSM	st=2->3 mode=4 kpass=0 seq_done=0 ppu_done_l=0
2098000	S4_AGI	mode=4 bank=2 addr=1360 ar0=1360 ar1=1360 pad=1 zp=0 kh=0
2098000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2098000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2098000	S5_RTR	mode=4 rin=2 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2102000	S6_FSM	st=3->4 mode=4 kpass=0 seq_done=0 ppu_done_l=0
2102000	S4_AGI	mode=4 bank=2 addr=1360 ar0=1360 ar1=1360 pad=1 zp=0 kh=0
2102000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2102000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2102000	S5_RTR	mode=4 rin=2 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2106000	S6_SEQ	ss=0->1 h=0 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
2106000	S4_AGI	mode=4 bank=2 addr=1360 ar0=1360 ar1=1360 pad=1 zp=0 kh=0
2106000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2106000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2106000	S5_RTR	mode=4 rin=2 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2110000	S6_SEQ	ss=1->10 h=0 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
2110000	S4_AGI	mode=4 bank=2 addr=1360 ar0=1360 ar1=1360 pad=1 zp=0 kh=0
2110000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2110000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2110000	S5_RTR	mode=4 rin=2 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2110000	S5_WIN	k=5 shift_v=0 flush=1 fill=0 tv=0 in0=-128 t00=0
2114000	S4_AGI	mode=4 bank=2 addr=1360 ar0=1360 ar1=1360 pad=1 zp=0 kh=1
2114000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2114000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2114000	S5_RTR	mode=4 rin=2 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2118000	S4_AGI	mode=4 bank=0 addr=1364 ar0=1364 ar1=1364 pad=1 zp=0 kh=2
2118000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2118000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2118000	S5_RTR	mode=4 rin=0 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2118000	S5_WIN	k=5 shift_v=1 flush=0 fill=0 tv=0 in0=-128 t00=0
2122000	S4_AGI	mode=4 bank=0 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=3
2122000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2122000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2122000	S5_RTR	mode=4 rin=0 a00=x a10=x a20=x w000=0 w100=0 w200=0
2122000	S5_WIN	k=5 shift_v=1 flush=0 fill=1 tv=0 in0=x t00=-128
2126000	S4_AGI	mode=4 bank=1 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=4
2126000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2126000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2126000	S5_RTR	mode=4 rin=1 a00=-105 a10=-105 a20=-105 w000=0 w100=0 w200=0
2126000	S5_WIN	k=5 shift_v=1 flush=0 fill=2 tv=0 in0=-105 t00=x
2130000	S4_AGI	mode=4 bank=2 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=4
2130000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2130000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2130000	S5_RTR	mode=4 rin=2 a00=23 a10=23 a20=23 w000=0 w100=0 w200=0
2130000	S5_WIN	k=5 shift_v=1 flush=0 fill=3 tv=0 in0=23 t00=-105
2134000	S4_AGI	mode=4 bank=2 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
2134000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2134000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2134000	S5_RTR	mode=4 rin=2 a00=23 a10=23 a20=23 w000=0 w100=0 w200=0
2134000	S5_WIN	k=5 shift_v=1 flush=0 fill=4 tv=0 in0=23 t00=23
2138000	S4_AGI	mode=4 bank=2 addr=1360 ar0=1360 ar1=1360 pad=1 zp=0 kh=0
2138000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2138000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2138000	S5_RTR	mode=4 rin=2 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2138000	S1_CMPIN	d0_0=-128 d0_1=-128
2142000	S4_AGI	mode=4 bank=2 addr=1360 ar0=1360 ar1=1360 pad=1 zp=0 kh=0
2142000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2142000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2142000	S5_RTR	mode=4 rin=2 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2146000	S4_AGI	mode=4 bank=2 addr=1360 ar0=1360 ar1=1360 pad=1 zp=0 kh=0
2146000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2146000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2146000	S5_RTR	mode=4 rin=2 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2150000	S4_AGI	mode=4 bank=2 addr=1360 ar0=1360 ar1=1360 pad=1 zp=0 kh=0
2150000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2150000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2150000	S5_RTR	mode=4 rin=2 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2154000	S4_AGI	mode=4 bank=2 addr=1360 ar0=1360 ar1=1360 pad=1 zp=0 kh=0
2154000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2154000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2154000	S5_RTR	mode=4 rin=2 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2158000	S4_AGI	mode=4 bank=2 addr=1360 ar0=1360 ar1=1360 pad=1 zp=0 kh=0
2158000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2158000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2158000	S5_RTR	mode=4 rin=2 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2162000	S4_AGI	mode=4 bank=2 addr=1360 ar0=1360 ar1=1360 pad=1 zp=0 kh=0
2162000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2162000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2162000	S3_OUT_ACT	addr=0 d0=x d1=x
2162000	S5_RTR	mode=4 rin=2 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2162000	S1_CMPOUT	max0=x max1=x
2162000	S7_POOL	mx0=x mx1=x
2162000	S7_MP5	mx0=x mx1=x ch=0
2166000	S4_AGI	mode=4 bank=2 addr=1360 ar0=1360 ar1=1360 pad=1 zp=0 kh=0
2166000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2166000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2166000	S5_RTR	mode=4 rin=2 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2170000	S4_AGI	mode=4 bank=2 addr=1360 ar0=1360 ar1=1360 pad=1 zp=0 kh=0
2170000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2170000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2170000	S5_RTR	mode=4 rin=2 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2170000	S5_WIN	k=5 shift_v=0 flush=1 fill=5 tv=1 in0=-128 t00=23
2174000	S4_AGI	mode=4 bank=2 addr=1361 ar0=1361 ar1=1361 pad=1 zp=0 kh=1
2174000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2174000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2174000	S5_RTR	mode=4 rin=2 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2178000	S4_AGI	mode=4 bank=0 addr=1365 ar0=1365 ar1=1365 pad=1 zp=0 kh=2
2178000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2178000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2178000	S5_RTR	mode=4 rin=0 a00=-128 a10=-128 a20=-128 w000=0 w100=0 w200=0
2178000	S5_WIN	k=5 shift_v=1 flush=0 fill=0 tv=0 in0=-128 t00=0
2182000	S4_AGI	mode=4 bank=0 addr=1 ar0=1 ar1=1 pad=0 zp=0 kh=3
2182000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2182000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2182000	S5_RTR	mode=4 rin=0 a00=x a10=x a20=x w000=0 w100=0 w200=0
2182000	S5_WIN	k=5 shift_v=1 flush=0 fill=1 tv=0 in0=x t00=-128
2186000	S4_AGI	mode=4 bank=1 addr=1 ar0=1 ar1=1 pad=0 zp=0 kh=4
2186000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2186000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2186000	S5_RTR	mode=4 rin=1 a00=-105 a10=-105 a20=-105 w000=0 w100=0 w200=0
2186000	S5_WIN	k=5 shift_v=1 flush=0 fill=2 tv=0 in0=-105 t00=x
2190000	S4_AGI	mode=4 bank=2 addr=1 ar0=1 ar1=1 pad=0 zp=0 kh=4
2190000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2190000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2190000	S5_RTR	mode=4 rin=2 a00=23 a10=23 a20=23 w000=0 w100=0 w200=0
2190000	S5_WIN	k=5 shift_v=1 flush=0 fill=3 tv=0 in0=23 t00=-105
2194000	S4_AGI	mode=4 bank=2 addr=1 ar0=1 ar1=1 pad=0 zp=0 kh=0
2194000	S4_AGW	mode=4 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
2194000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
2194000	S5_RTR	mode=4 rin=2 a00=22 a10=22 a20=22 w000=0 w100=0 w200=0
2194000	S5_WIN	k=5 shift_v=1 flush=0 fill=4 tv=0 in0=22 t00=23
2198000	S4_AGI	mode=4 bank=2 addr=1361 ar0=1361 ar1=1361 pad=1 zp=0 kh=0
